papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
AALR3,21.31,-18.61,2.35,2.308,0.0,0.958,-30.73,83.88,-2.47,105.92,21.75,0.0275,-0.11800000000000001,0.0132,-0.1263,0.86,9225780.0,1072550000.0,0.85,0.0116
ABCB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1505,0.0,0.0,5070730000.0,0.0,0.30469999999999997
ABCB4,19.72,5.84,0.88,0.0,0.0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1505,0.0,16617300.0,5070730000.0,0.0,0.30469999999999997
ABEV3,14.62,17.58,2.55,2.914,0.0521,1.621,35.01,14.97,-25.71,13.92,10.33,0.19469999999999998,0.17149999999999999,0.14980000000000002,0.1452,1.19,498760000.0,90178000000.0,0.03,0.1298
ABYA3,4.91,-214.8,1.76,2.055,0.0,0.527,1.98,19.96,-2.75,33.67,33.67,0.10289999999999999,-0.0096,0.0278,-0.008199999999999999,2.09,0.0,292060000.0,1.31,0.1641
ACES3,95.27,8.79,2.28,1.693,0.0,1.438,6.4,7.2,20.77,6.54,6.54,0.2352,0.19269999999999998,0.26899999999999996,0.2595,2.05,0.0,3105800000.0,0.09,0.1334
ACES4,94.73,8.74,2.27,1.683,0.0,1.43,6.37,7.16,20.65,6.5,6.5,0.2352,0.19269999999999998,0.26899999999999996,0.2595,2.05,0.0,3105800000.0,0.09,0.1334
ADHM3,1.56,-4.09,-1.29,770.924,0.0,105.126,-1.43,-5.69,-1.27,-5.69,-5.81,-135.485,-188.606,5.2170000000000005,0.3147,0.0,2064.0,-19776000.0,0.0,0.43479999999999996
AEDU11,37.35,20.13,1.13,1.405,0.0,0.732,5.77,13.93,-7.31,16.14,10.82,0.1008,0.0698,0.057699999999999994,0.055999999999999994,2.04,0.0,2415400000.0,0.3,0.209
AEDU3,18.35,59.34,3.32,4.141,0.0,2.159,17.0,41.06,-21.55,43.27,29.01,0.1008,0.0698,0.057699999999999994,0.055999999999999994,2.04,0.0,2415400000.0,0.3,0.209
AELP3,1.93,8.49,-200.57,-0.062,0.0,5.216,0.0,-12.58,0.0,-11.94,-11.98,0.0049,-0.0073,0.0,-23.6383,0.0,0.0,-904000.0,0.0,0.0118
AERI3,1.04,-22.66,0.85,0.332,0.0199,0.23,0.64,4.51,-3.44,8.58,6.56,0.0735,-0.0146,0.0855,-0.0373,2.19,10447100.0,942087000.0,1.67,-0.09210000000000002
AESB3,9.96,-1473.02,1.44,2.129,0.0088,0.397,2.02,11.76,-1.07,20.47,10.37,0.18100000000000002,0.0537,0.044800000000000006,-0.001,3.63,22086900.0,4175170000.0,1.89,1.3024
AESL3,10081.9,10.9,2.94,1.084,0.0,0.726,734.54,5.03,-1.28,7.68,7.68,0.2155,0.09949999999999999,0.15839999999999999,0.26940000000000003,1.01,0.0,3864440000.0,1.7,0.2822
AFLT3,9.01,4.75,2.09,3.691,0.0262,1.806,10.14,4.61,15.68,4.36,4.35,0.8012999999999999,0.7775,0.4412,0.441,3.4,4905.42,271493000.0,0.0,0.41350000000000003
AFLU3,5.15,9.15,2.19,2.981,0.0,1.919,9.86,8.52,12.21,7.57,7.24,0.34979999999999994,0.3259,0.3118,0.23929999999999998,3.27,0.0,44270000.0,0.0,0.0861
AFLU5,5.03,8.93,2.14,2.911,0.0,1.875,9.63,8.32,11.92,7.38,7.05,0.34979999999999994,0.3259,0.3118,0.23929999999999998,3.27,0.0,44270000.0,0.0,0.0861
AGEI3,7.8,0.0,1.25,0.0,0.0,0.47,1.39,0.0,-12.59,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,1878210000.0,1.01,0.0
AGEN33,0.16,0.39,-0.03,0.0,0.0,0.066,-0.17,0.11,-0.02,3.73,3.61,0.0,0.0,0.8767,-0.0885,0.09,0.0,-1112630000.0,-1.11,-0.8703
AGIN3,5.29,8.46,1.23,1.816,0.0,0.565,1.29,10.92,3.55,14.68,14.68,0.1663,0.2183,0.0559,0.1456,2.72,0.0,1028210000.0,0.55,0.44170000000000004
AGRO3,28.4,6.66,1.28,1.709,0.185,0.835,3.33,5.23,11.91,5.55,5.01,0.327,0.2568,0.2032,0.192,2.51,17066900.0,2274110000.0,0.29,0.39759999999999995
AGXY3,9.0,-23.39,1.2,0.144,0.0187,0.177,1.55,3.24,-5.09,5.67,4.7,0.0443,-0.0060999999999999995,0.1133,-0.0513,1.16,632673.0,1282050000.0,1.52,0.8742
AHEB3,20.0,-5.16,-2.11,0.82,0.0,0.589,-172.96,-18.45,-0.58,-18.54,-64.4,-0.044500000000000005,-0.1589,-0.0347,0.4093,0.99,1947.81,-80875000.0,-0.05,0.2572
AHEB5,22.0,-5.68,-2.32,0.902,0.0,0.648,-190.25,-20.3,-0.63,-20.39,-70.81,-0.044500000000000005,-0.1589,-0.0347,0.4093,0.99,0.0,-80875000.0,-0.05,0.2572
AHEB6,19.31,-4.98,-2.04,0.792,0.0,0.569,-166.99,-17.82,-0.56,-17.9,-62.19,-0.044500000000000005,-0.1589,-0.0347,0.4093,0.99,44.91,-80875000.0,-0.05,0.2572
ALBA3,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27,-1.27,0.095,0.0962,0.204,0.1977,1.83,0.0,354860000.0,0.03,0.1469
ALLD3,6.22,7.85,0.38,0.107,0.09179999999999999,0.155,0.55,3.23,2.13,6.19,4.38,0.0331,0.013600000000000001,0.0729,0.048799999999999996,1.72,265936.0,1512190000.0,0.42,-0.054900000000000004
ALLL11,16.5,-55.18,0.41,0.67,0.0,0.134,1.33,2.77,-0.3,7.38,3.91,0.2421,-0.0124,0.057699999999999994,-0.0074,1.83,0.0,15061000000.0,1.11,0.077
ALLL3,3.97,-66.38,0.49,0.806,0.0,0.162,1.6,3.33,-0.37,7.94,4.21,0.2421,-0.0124,0.057699999999999994,-0.0074,1.83,0.0,15061000000.0,1.11,0.077
ALLL4,3.32,-55.51,0.41,0.674,0.0,0.135,1.34,2.78,-0.31,7.39,3.92,0.2421,-0.0124,0.057699999999999994,-0.0074,1.83,0.0,15061000000.0,1.11,0.077
ALPA3,11.78,18.44,1.37,2.028,0.010700000000000001,1.017,5.94,13.2,7.36,13.43,11.03,0.1536,0.109,0.0864,0.0745,1.76,136850.0,5860170000.0,0.07,0.0048
ALPA4,14.8,23.16,1.73,2.548,0.009300000000000001,1.278,7.46,16.59,9.24,16.82,13.81,0.1536,0.109,0.0864,0.0745,1.76,74892600.0,5860170000.0,0.07,0.0048
ALPK3,1.6,-2.07,0.75,0.318,0.0,0.132,-0.91,1.61,-0.19,7.6,3.64,0.1972,-0.15259999999999999,0.08990000000000001,-0.3611,0.44,209296.0,459504000.0,3.03,0.4288
ALSC3,27.75,38.57,2.2,10.717,0.0095,1.202,9.41,19.33,-4.22,17.49,14.08,0.5545,0.293,0.0703,0.056900000000000006,5.39,0.0,2593960000.0,0.0,0.023399999999999997
ALSO3,17.48,16.1,0.67,4.287,0.022000000000000002,0.377,1.95,8.12,-4.05,3.51,2.64,0.5282,0.3209,0.0593,0.0417,3.98,37543400.0,6924050000.0,0.0,0.3165
ALUP11,28.09,8.7,1.15,1.946,0.0438,0.301,2.52,2.54,-0.7,5.21,4.98,0.7656999999999999,0.40509999999999996,0.1313,0.1316,2.86,22594600.0,7188600000.0,1.54,0.2727
ALUP3,9.0,8.36,1.1,1.871,0.045599999999999995,0.289,2.42,2.44,-0.68,5.11,4.89,0.7656999999999999,0.40509999999999996,0.1313,0.1316,2.86,183409.0,7188600000.0,1.54,0.2727
ALUP4,9.32,8.66,1.14,1.937,0.044000000000000004,0.299,2.51,2.53,-0.7,5.2,4.97,0.7656999999999999,0.40509999999999996,0.1313,0.1316,2.86,185829.0,7188600000.0,1.54,0.2727
AMAR3,1.27,-2.12,0.45,0.156,0.0,0.122,1.01,1.58,-0.45,7.12,3.6,0.09910000000000001,-0.0738,0.0947,-0.21109999999999998,1.36,11978400.0,973981000.0,1.76,-0.0147
AMBP3,21.45,26.29,2.34,0.738,0.0141,0.301,1.11,4.29,-0.81,9.75,6.3,0.172,0.042199999999999994,0.1032,0.0892,2.37,31384800.0,1033460000.0,5.28,1.2466
AMBV3,87.0,26.65,8.76,8.045,0.0,5.266,144.35,20.59,-37.8,20.41,18.39,0.3908,0.30760000000000004,0.3243,0.32880000000000004,1.18,0.0,31105700000.0,0.1,0.2173
AMBV4,86.8,26.59,8.74,8.027,0.0,5.253,144.02,20.54,-37.72,20.36,18.35,0.3908,0.30760000000000004,0.3243,0.32880000000000004,1.18,0.0,31105700000.0,0.1,0.2173
AMER3,9.18,194.91,0.57,0.299,0.0672,0.178,0.67,6.92,-0.84,17.02,6.49,0.0431,0.0015,0.0361,0.0029,2.24,342668000.0,14705600000.0,1.41,0.4703
AMIL3,32.2,-73.28,7.7,1.129,0.0,2.003,-16.95,136.58,-5.43,138.61,50.13,0.0083,-0.015300000000000001,0.0222,-0.1051,0.75,0.0,1532980000.0,1.24,0.2847
AMPI3,55.0,12.41,2.74,0.247,0.0,0.177,5.68,0.98,-0.68,1.99,1.73,0.2518,0.15109999999999998,0.2122,0.22089999999999999,1.12,0.0,240799000.0,4.48,0.1412
ANIM3,4.18,-4.51,0.64,0.476,0.0,0.162,8.35,2.56,-0.32,8.5,4.55,0.1857,-0.0876,0.0722,-0.1418,1.11,28243700.0,2638050000.0,1.9,0.3518
APER3,25.91,26.01,1.08,2.304,0.0021,0.656,6.02,6.87,-6.3,5.01,4.04,0.3356,0.0889,0.1192,0.0416,1.6,663244.0,468023000.0,0.0,0.2419
APTI4,3500.0,10.98,0.27,1.781,0.0,0.131,0.37,16.64,-1.2,11.25,7.53,0.107,0.1461,0.0091,0.024900000000000002,6.73,0.0,243433000.0,0.2,0.044800000000000006
ARCE3,54.0,14.01,2.6,2.461,0.0,1.726,11.33,8.89,102.03,9.07,9.07,0.27699999999999997,0.1946,0.22039999999999998,0.1859,1.97,0.0,13495400000.0,0.17,0.48469999999999996
ARCZ3,3.66,-1.88,1.95,1.096,0.0,0.369,1.53,9.5,-0.84,28.18,28.18,0.11539999999999999,-0.5802,0.0403,-1.0398,2.86,0.0,1934210000.0,3.92,0.0075
ARCZ6,3.63,-1.86,1.94,1.087,0.0,0.366,1.52,9.42,-0.84,28.1,28.1,0.11539999999999999,-0.5802,0.0403,-1.0398,2.86,0.0,1934210000.0,3.92,0.0075
ARLA3,2.47,-1.62,-0.45,1.562,0.0,0.323,-0.22,-4.92,-0.21,-16.06,-16.06,-0.3172,-0.9655,-0.1371,0.28,0.1,0.0,-24319000.0,-1.02,-0.4746
ARLA4,3.38,-2.21,-0.62,2.137,0.0,0.442,-0.31,-6.74,-0.29,-17.87,-17.87,-0.3172,-0.9655,-0.1371,0.28,0.1,0.0,-24319000.0,-1.02,-0.4746
ARML3,11.81,33.07,3.59,4.871,0.024399999999999998,1.178,5.34,14.49,-3.59,18.14,12.79,0.3361,0.14730000000000001,0.1213,0.1085,2.79,7519010.0,1139270000.0,1.66,2.6972000000000005
ARPS3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08,-14.08,-0.0492,-0.1159,-0.0664,0.2034,0.91,0.0,-12690000.0,-1.24,-0.1753
ARPS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08,-14.08,-0.0492,-0.1159,-0.0664,0.2034,0.91,0.0,-12690000.0,-1.24,-0.1753
ARTE3,7.7,-0.04,-0.04,0.0,0.0,0.103,0.0,-0.52,0.0,-15.85,-15.85,0.0,0.0,0.0,1.0290000000000001,0.0,0.0,-33570000.0,0.0,-0.6435
ARTE4,6.81,-0.03,-0.03,0.0,0.0,0.091,0.0,-0.46,0.0,-15.79,-15.79,0.0,0.0,0.0,1.0290000000000001,0.0,0.0,-33570000.0,0.0,-0.6435
ARTR3,10.01,-5.23,1.05,1.241,0.0,0.32,-16.12,80.22,-0.54,210.33,13.91,0.0155,-0.2345,0.0044,-0.2009,0.83,0.0,5473770000.0,1.97,0.071
ARZZ3,80.85,21.08,3.41,2.219,0.0227,2.008,11.27,18.41,18.94,18.13,14.13,0.12050000000000001,0.10460000000000001,0.14880000000000002,0.1617,1.53,133097000.0,2614130000.0,0.16,0.2738
ASAI3,20.02,20.14,7.51,0.539,0.0062,0.742,-21.98,7.61,-1.31,9.84,7.87,0.0708,0.0268,0.1547,0.373,0.91,324056000.0,3595000000.0,3.38,0.9731000000000001
ASSM3,7.12,0.33,-0.17,-9.754,0.0,0.155,-0.23,0.47,-0.09,1.95,1.95,-20.843899999999998,-29.156100000000002,0.3538,-0.5073,0.21,0.0,-9943000.0,-0.56,-0.08789999999999999
ASSM4,6.1,0.29,-0.15,-8.357,0.0,0.133,-0.2,0.4,-0.08,1.88,1.88,-20.843899999999998,-29.156100000000002,0.3538,-0.5073,0.21,0.0,-9943000.0,-0.56,-0.08789999999999999
ASTA4,25.83,-30.79,1.0,0.652,0.0,0.446,2.57,19.9,-3.3,33.2,33.2,0.032799999999999996,-0.0212,0.0252,-0.0325,1.71,0.0,515672000.0,0.85,-0.0473
ATMP3,1.2,-0.07,-0.12,0.039,0.0,0.02,-0.04,-0.25,-0.02,-2.36,-13.51,-0.1549,-0.5802,-0.102,1.7250999999999999,0.35,25420.4,-275079000.0,-1.32,-0.10369999999999999
ATOM3,2.44,5.61,2.17,1.658,0.0248,1.574,1.69,4.78,2.23,2.91,2.84,0.3469,0.2956,0.8722,0.3868,20.63,33995.2,26777000.0,0.0,0.7419
AURA33,29.51,4.02,1.25,0.769,0.0499,0.587,3.78,2.89,-3.76,3.53,3.53,0.26649999999999996,0.1913,0.2792,0.31,1.72,6049360.0,1674650000.0,0.67,0.43560000000000004
AURE3,15.05,58.18,1.16,3.068,0.0,0.513,6.28,21.41,-1.38,25.43,13.51,0.1433,0.0545,0.027200000000000002,0.02,1.77,51841100.0,12950500000.0,0.45,0.0
AUTM3,19.7,20.0,1.9,0.709,0.0,0.547,4.08,6.78,-2.42,8.22,8.99,0.1047,0.0431,0.1193,0.095,1.48,0.0,1304250000.0,0.97,0.2821
AVIL3,0.93,12.97,4.16,2.338,0.0,2.227,3.89,10.0,9.02,9.4,9.4,0.23379999999999998,0.1801,0.40990000000000004,0.32030000000000003,5.14,0.0,1106590000.0,0.52,0.0174
AVLL3,7.8,-0.4,-0.59,0.713,0.0,0.101,-0.61,-2.24,-0.13,-13.26,-14.2,-0.3189,-1.7561000000000002,-0.050499999999999996,1.4599000000000002,0.69,50183.1,-296026000.0,-3.34,-0.1517
AZEV3,1.37,9.14,0.85,0.328,0.0,0.213,-3.29,-1.46,-0.5,-1.89,-2.79,-0.2238,0.0359,-0.162,0.0928,0.83,169396.0,124647000.0,0.38,0.8563
AZEV4,1.24,8.27,0.77,0.297,0.0,0.193,-2.98,-1.33,-0.46,-1.75,-2.59,-0.2238,0.0359,-0.162,0.0928,0.83,481808.0,124647000.0,0.38,0.8563
AZUL4,11.45,-1.79,-0.2,0.262,0.0,0.218,-0.41,2.03,-0.12,13.65,6.72,0.1288,-0.1459,0.1282,0.1103,0.35,172360000.0,-20130500000.0,-1.19,0.0823
B3SA3,13.35,18.87,3.99,8.144,0.0352,1.669,11.45,14.51,-8.27,13.72,11.55,0.5611999999999999,0.4315,0.17600000000000002,0.2113,1.62,798457000.0,20417500000.0,0.6,0.23920000000000002
BAHI11,2.0,-0.52,0.45,0.143,0.0,0.075,-0.31,-1.81,-0.1,-7.38,-11.91,-0.0791,-0.287,-0.043,-0.8643000000000001,0.23,0.0,106101000.0,1.55,0.767
BAHI3,11.0,-2.87,2.48,0.787,0.0,0.411,-1.7,-9.95,-0.56,-15.52,-25.05,-0.0791,-0.287,-0.043,-0.8643000000000001,0.23,114629.0,106101000.0,1.55,0.767
BAHI4,86.0,-22.41,19.37,6.15,0.0,3.213,-13.26,-77.79,-4.38,-83.37,-134.53,-0.0791,-0.287,-0.043,-0.8643000000000001,0.23,0.0,106101000.0,1.55,0.767
BAHI5,65.0,-16.94,14.64,4.648,0.0,2.429,-10.02,-58.8,-3.31,-64.37,-103.88,-0.0791,-0.287,-0.043,-0.8643000000000001,0.23,0.0,106101000.0,1.55,0.767
BALM3,10.89,4.14,0.78,0.722,0.0231,0.47,1.04,7.82,1.63,6.43,5.0,0.09230000000000001,0.1732,0.0762,0.18899999999999997,2.93,123.51,136239000.0,0.14,0.053200000000000004
BALM4,10.0,3.81,0.72,0.663,0.025099999999999997,0.432,0.96,7.18,1.5,5.79,4.5,0.09230000000000001,0.1732,0.0762,0.18899999999999997,2.93,2192.47,136239000.0,0.14,0.053200000000000004
BAUH4,83.89,48.07,4.07,2.391,0.0,2.647,94.33,141.5,-71.22,141.47,53.2,0.0169,0.049699999999999994,0.024300000000000002,0.08460000000000001,1.1,4560.86,107672000.0,0.14,0.013999999999999999
BAZA3,48.0,2.36,0.55,0.0,0.0754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336,0.0,323185.0,4881810000.0,0.0,0.23579999999999998
BBAS3,35.28,3.67,0.69,0.0,0.11810000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.0,773206000.0,147129000000.0,0.0,0.1606
BBDC3,13.36,6.34,0.91,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432,0.0,151887000.0,156884000000.0,0.0,0.24420000000000003
BBDC4,15.14,7.18,1.03,0.0,0.0277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432,0.0,1020230000.0,156884000000.0,0.0,0.24420000000000003
BBSE3,33.59,12.29,7.1,0.0,0.0584,4.822,0.0,10.48,0.0,0.0,0.0,0.0,0.0,0.0,0.5776,0.0,222785000.0,9460890000.0,0.0,0.0
BBTG11,15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBTG12,3.15,66496.5,26598.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,10000.0,0.0,0.0
BBTG13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,10000.0,0.0,0.0
BCAL6,0.28,-1.7,-0.07,1.946,0.0,13.03,-0.09,38.77,-0.07,452.65,452.65,0.050199999999999995,-1.1449,0.3897,0.040999999999999995,0.01,0.0,-290863000.0,-0.74,0.3774
BDLL3,11.36,3.3,-0.1,0.724,0.0,0.027,-0.26,-0.58,-0.04,-7.63,-8.6,-1.2512,0.2192,-0.0504,-0.0304,0.84,1320.0,-181341000.0,-1.23,-0.336
BDLL4,7.69,2.24,-0.07,0.49,0.0,0.019,-0.17,-0.39,-0.03,-7.44,-8.39,-1.2512,0.2192,-0.0504,-0.0304,0.84,2776.19,-181341000.0,-1.23,-0.336
BECE3,9.1,-3.42,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.552,0.0,0.0,96496000.0,0.0,0.1281
BECE4,8.75,-3.29,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.552,0.0,0.0,96496000.0,0.0,0.1281
BEEF3,12.62,9.22,12.32,0.242,0.044500000000000005,0.359,1.28,3.03,-1.24,5.6,4.83,0.07980000000000001,0.0263,0.26280000000000003,1.3361,1.7,91316200.0,621997000.0,23.22,0.19940000000000002
BEES3,5.64,5.32,0.89,0.0,0.10369999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16670000000000001,0.0,150828.0,2009400000.0,0.0,0.0776
BEES4,6.6,6.22,1.04,0.0,0.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16670000000000001,0.0,32788.5,2009400000.0,0.0,0.0776
BELG3,1375.5,0.36,0.07,0.063,0.0,0.044,0.29,0.23,2.6,0.41,0.41,0.27699999999999997,0.1946,0.22039999999999998,0.1859,1.97,0.0,13495400000.0,0.17,0.48469999999999996
BELG4,1370.0,0.36,0.07,0.062,0.0,0.044,0.29,0.23,2.59,0.4,0.4,0.27699999999999997,0.1946,0.22039999999999998,0.1859,1.97,0.0,13495400000.0,0.17,0.48469999999999996
BEMA3,10.8,15.32,1.22,1.293,0.0,0.808,3.18,14.34,11.45,14.43,8.11,0.0901,0.08439999999999999,0.0696,0.0795,2.66,0.0,457342000.0,0.19,0.1058
BERG3,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.49,-10.49,-0.086,-0.326,-0.0558,-1.0271,0.46,0.0,9538000.0,2.86,-0.08
BESP3,330.0,10.38,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.0,0.0,5183100000.0,0.0,0.0183
BESP4,344.0,10.82,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.0,0.0,5183100000.0,0.0,0.0183
BFIT3,0.98,18.49,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,0.0,1849420000.0,0.0,0.3567
BFIT4,0.93,17.55,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,0.0,1849420000.0,0.0,0.3567
BGIP3,26.4,13.13,0.69,0.0,0.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528,0.0,308.77,582335000.0,0.0,0.0015
BGIP4,18.06,8.99,0.47,0.0,0.060700000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528,0.0,6147.49,582335000.0,0.0,0.0015
BHGR3,19.1,-272.16,1.1,3.613,0.0,0.855,-194.45,23.7,-8.56,25.95,14.2,0.1524,-0.0131,0.0393,-0.004,0.96,0.0,1077600000.0,0.2,0.20670000000000002
BICB3,8.0,-2.35,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,0.0,0.0,944626000.0,0.0,-0.3119
BICB4,8.25,-2.43,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,0.0,0.0,944626000.0,0.0,-0.3119
BIDI11,10.4,229.93,1.08,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,0.0,8348550000.0,0.0,0.37
BIDI3,3.4,225.51,1.06,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,0.0,8348550000.0,0.0,0.37
BIDI4,3.41,226.17,1.06,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,0.0,8348550000.0,0.0,0.37
BIOM3,6.01,-4.84,4.03,4.817,0.0,1.385,9.93,-5.96,-4.78,-7.36,-7.42,-0.8077,-0.9943000000000001,-0.2956,-0.8309000000000001,1.62,97126.5,121364000.0,1.39,2.5534
BIOM4,8.68,-7.0,5.81,6.957,0.0,2.001,14.35,-8.61,-6.9,-10.01,-10.09,-0.8077,-0.9943000000000001,-0.2956,-0.8309000000000001,1.62,0.0,121364000.0,1.39,2.5534
BISA3,1.58,-1.77,1.18,1.692,0.0,0.321,0.86,-4.02,-7.64,-6.21,-9.28,-0.4205,-0.9636,-0.085,-0.6694,2.22,0.0,1788370000.0,0.77,-0.24230000000000002
BLAU3,27.2,15.56,2.77,3.51,0.031200000000000002,1.999,3.78,11.52,4.73,10.46,9.92,0.3048,0.2238,0.2808,0.1782,4.07,9051070.0,1759860000.0,0.18,0.1352
BLUT3,5.14,-5.63,0.46,0.0,0.0,0.138,-0.76,-42.93,-0.2,-53.97,-53.97,0.0,0.0,-0.0033,-0.0824,0.0,3091.81,56569000.0,0.12,0.0
BLUT4,1.52,-1.66,0.14,0.0,0.0,0.041,-0.22,-12.69,-0.06,-23.74,-23.74,0.0,0.0,-0.0033,-0.0824,0.0,10453.2,56569000.0,0.12,0.0
BMEB3,10.1,5.91,0.86,0.0,0.0516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,5318.98,1227450000.0,0.0,0.1628
BMEB4,10.01,5.86,0.85,0.0,0.057300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,101434.0,1227450000.0,0.0,0.1628
BMEF3,11.0,0.0,4.16,0.0,0.0,3.482,10.24,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,2674780000.0,0.0,0.0
BMGB11,33.6,24.3,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,0.0,3839060000.0,0.0,-0.1018
BMGB4,2.15,6.22,0.33,0.0,0.31670000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,3602550.0,3839060000.0,0.0,-0.1018
BMIN3,19.5,14.21,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049400000000000006,0.0,45.35,134104000.0,0.0,0.1533
BMIN4,12.99,9.46,0.47,0.0,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049400000000000006,0.0,840.05,134104000.0,0.0,0.1533
BMKS3,300.0,5.99,0.66,7.609,0.0596,0.596,0.77,-34.55,0.86,6.85,7.68,-0.2202,1.2697,-0.06280000000000001,0.1105,36.02,7940.23,206103000.0,0.01,0.08349999999999999
BMOB3,14.49,15.08,1.24,0.929,0.013999999999999999,0.944,2.09,13.23,2.35,7.74,4.75,0.0702,0.0616,0.1368,0.0821,3.42,8184360.0,1063710000.0,0.0,3.7426999999999997
BMTO3,7.82,17.84,2.14,0.0,0.0,2.097,0.0,-2711.85,0.0,-2710.74,-1526.3,0.0,0.0,0.0,0.12,0.0,0.0,1046320000.0,0.0,0.0
BMTO4,7.57,17.27,2.07,0.0,0.0,2.03,0.0,-2625.16,0.0,-2624.05,-1477.48,0.0,0.0,0.0,0.12,0.0,0.0,1046320000.0,0.0,0.0
BNBR3,78.99,3.42,0.79,0.0,0.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23199999999999998,0.0,7017.33,8589190000.0,0.0,0.19640000000000002
BNBR4,27.01,1.17,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23199999999999998,0.0,0.0,8589190000.0,0.0,0.19640000000000002
BNCA3,70.3,-90.3,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027200000000000002,0.0,0.0,3068150000.0,0.0,0.0241
BOAS3,7.29,14.57,1.75,4.524,0.0366,1.463,3.13,15.67,3.53,10.36,6.06,0.28859999999999997,0.3105,0.19649999999999998,0.1201,5.23,16636600.0,2217810000.0,0.01,0.1624
BOBR3,1.0,-4.04,-1.45,0.186,0.0,0.288,-1.02,2.29,-0.4,5.01,4.15,0.08109999999999999,-0.046,0.19030000000000002,0.35950000000000004,0.63,0.0,-179288000.0,-2.05,0.057699999999999994
BOBR4,1.3,-5.25,-1.89,0.242,0.0,0.374,-1.33,2.98,-0.52,5.7,4.72,0.08109999999999999,-0.046,0.19030000000000002,0.35950000000000004,0.63,46167.1,-179288000.0,-2.05,0.057699999999999994
